wda_id,ad_id,intersect_area_m2,district_pop_in_overlap,district_total_pop,wda_total_pop,district_overlap_pct,wda_pop_in_overlap,wda_overlap_pct,is_display_eligible
WDA_032,AD29,42853399.01519936,59520,499659,1238854,11.912124068614794,59520,4.804440232666642,True
WDA_033,AD30,9099996247.62621,255123,477069,282424,53.47716996912396,255123,90.33332861229924,True
WDA_033,AD37,264795680.16500685,27301,475530,282424,5.741173006960654,27301,9.666671387700761,True
WDA_034,AD68,60983328.2922746,258758,483589,310487,53.50783413187645,258758,83.33939907306909,True
WDA_034,AD70,9904686.024299365,51469,471258,310487,10.921618306744925,51469,16.576861511109968,True
WDA_034,AD73,96442.78101326426,260,499880,310487,0.05201248299591902,260,0.08373941582095225,False
WDA_035,AD37,9810074303.404001,448229,475530,448229,94.25882699303935,448229,100.0,True
WDA_035,AD38,0.3763293178582481,0,484403,448229,0.0,0,0.0,False
WDA_036,AD28,962157241.0393963,123574,472289,270861,26.16491173836359,123574,45.62266254647218,True
WDA_036,AD29,184984207.8131097,73198,499659,270861,14.649591021076375,73198,27.02419322087713,True
WDA_036,AD30,425396943.0541239,74089,477069,270861,15.530038631728324,74089,27.353144232650695,True
WDA_037,AD61,49643105.395239614,243063,489139,528319,49.69200983769439,243063,46.006863277678825,True
WDA_037,AD65,16744778.776360793,27258,501352,528319,5.436898626114985,27258,5.1593828728476545,True
WDA_037,AD66,115627509.3430391,189698,472694,528319,40.1312476993573,189698,35.90595833199261,True
WDA_037,AD69,32380230.610514406,68300,477955,528319,14.290048226297456,68300,12.927795517480916,True
WDA_038,AD11,2346341826.7269797,453491,520428,453491,87.1380863443166,453491,100.0,True
WDA_038,AD04,560612.831915149,0,474729,453491,0.0,0,0.0,False
WDA_039,AD12,1057272357.0785546,223827,486148,488863,46.04091758065445,223827,45.785219990058565,True
WDA_039,AD02,3452445697.680329,234731,506650,488863,46.33001085562025,234731,48.01570174056945,True
WDA_039,AD04,67677695.9610919,30305,474729,488863,6.383642035771987,30305,6.1990782693719915,True
WDA_040,AD62,40438333.31221894,161686,470768,458936,34.345155150732424,161686,35.230620391514286,True
WDA_040,AD64,57794556.06352251,217128,510608,458936,42.52342305643468,217128,47.311171928111975,True
WDA_040,AD67,29616001.563223448,80122,472184,458936,16.968385205767245,80122,17.458207680373732,True
WDA_040,AD69,683.4466122026456,0,477955,458936,0.0,0,0.0,False
WDA_041,AD22,2371343675.65492,449343,469973,552878,95.61038612856483,449343,81.27344549792178,True
WDA_041,AD09,1550046360.846714,103535,477444,552878,21.685265706554066,103535,18.726554502078216,True
WDA_042,AD32,9296943880.477867,150685,518633,473117,29.05426380504133,150685,31.849415683646964,True
WDA_042,AD33,3234161262.901504,322432,515800,473117,62.51105079488174,322432,68.15058431635303,True
WDA_043,AD37,8.919843522277414,0,475530,843843,0.0,0,0.0,False
WDA_043,AD38,4784073162.587683,484403,484403,843843,100.0,484403,57.40439868553747,True
WDA_043,AD42,921432869.0572408,357494,516939,843843,69.15593522640002,357494,42.36498969595055,True
WDA_043,AD46,9455276.418342346,1946,502291,843843,0.3874248194771557,1946,0.23061161851197437,False
WDA_044,AD41,22396752.108524647,20573,483563,324453,4.254461156043783,20573,6.340825943973395,True
WDA_044,AD44,113714540.15060818,224259,513342,324453,43.686080624612835,224259,69.11910199628298,True
WDA_044,AD52,10499167.928217437,79621,516098,324453,15.427496328216733,79621,24.540072059743633,True
WDA_045,AD11,5.302394931416806,0,520428,216403,0.0,0,0.0,False
WDA_045,AD04,2646516525.1890755,216403,474729,216403,45.5845334917395,216403,100.0,True
